created_at,tweet_content,keyword,user_location,entities
2021-09-21 23:37:18,Até uma galinha é army e cantora que bolha hein BTS,BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
2021-09-21 23:37:18,@tracklist O tapa no bts q nunca terá essa demanda,BTS,Italy♡,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'tracklist', 'name': 'Tracklist', 'id': 132699857, 'id_str': '132699857', 'indices': [0, 10]}], 'symbols': []}"
2021-09-21 23:37:18,O BTS EM UMA LIVE DE 47 SEGUNDOS TEVE MAIS ESPECTADORES QUE O VMAS,BTS,minha cama provavelmente,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jeonswear', 'name': 'v(itoria) TAEHYUNG POSTOU SELCA', 'id': 934061706174754816, 'id_str': '934061706174754816', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:19,BTS SUA LIVE CAIU E SEUS FÃS ABRIRAM UMA FAZENDA FAÇA ALGUMA COISA,BTS,jkjm🏡army♡,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'springwab', 'name': 'Min lala⁷ 💜🐙 my universe', 'id': 1020452642047373312, 'id_str': '1020452642047373312', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:19,O BTS EM UMA LIVE DE 47 SEGUNDOS TEVE MAIS ESPECTADORES QUE O VMAS,BTS,moarmyblinkmonbebe™,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'jeonswear', 'name': 'v(itoria) TAEHYUNG POSTOU SELCA', 'id': 934061706174754816, 'id_str': '934061706174754816', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:20,"Gente eu fui no shopping e a internet de lá estava melhor do que essa do Bts, meus new york? Tá precisando de um Vivo Fibra?",BTS,Hot100 #1 - 12° week,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
2021-09-21 23:37:20,"é galinha, é vaca, é karaokê de pobre, BTS, FAÇA ALGUMA COISA SEUS FÃS ESTÃO LOUCOS",BTS,bts and timothée,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'byjeonart', 'name': 'luiza', 'id': 1273403477687926784, 'id_str': '1273403477687926784', 'indices': [3, 13]}], 'symbols': []}"
2021-09-21 23:37:20,"o sonho da minha amiga é ver o bts e a blackpink no rock in rio, tadinha",BTS,None,"{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
2021-09-21 23:37:20,"bts/twice apareçam, seus fãs estão ficando malucos",BTS,"𝗯𝗮𝗻𝗴𝘁𝘄𝗶𝗰𝗲: even far away my heart is connected to yours, I'll never be able to define how much your existence improves everything.","{'hashtags': [], 'urls': [], 'user_mentions': [], 'symbols': []}"
2021-09-21 23:37:22,"My Universe (Coldplay x BTS) vai estar disponível já nessa sexta-feira (às 01h da madrugada, de quinta para sexta) em todas as plataformas do mundo todo. 

Como de costume, estaremos aqui apoiando o BTS e compartilhando infos e playlists com vocês. Yay! 💜",BTS,𝐿𝑒𝑙𝑒 ♡ 𝑀𝑖𝑛𝑛𝑖𝑒,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'BTSPurpleBullet', 'name': 'Purple Bullet ⁷', 'id': 1160039864370454533, 'id_str': '1160039864370454533', 'indices': [3, 19]}], 'symbols': []}"
